,bedrooms,bathrooms,lat,lng,since_built_year,no_of_units,area_size,since_listing_month,price
166,3,2.0,1.34478691681927,103.878778848783,37.0,250.0,850.0,4,2026200.0
167,2,1.0,1.33049827080051,103.796577625251,62.0,476.0,646.0,3,1595000.0
168,2,1.0,1.34036185896759,103.883846444139,-1.0,115.0,657.0,4,1210000.0
169,3,2.0,1.31467262956125,103.839010845653,62.0,340.0,1163.0,12,3554100.0
170,3,3.0,1.37785629605717,103.957089619973,1.0,49.0,1130.0,4,2005300.0
172,2,2.0,1.34553420682452,103.880737418528,1.0,80.0,699.0,4,1688800.0
173,2,2.0,1.36983181096693,103.946441576614,5.0,912.0,753.0,4,1078000.0
174,4,2.0,1.2829614865958898,103.839814598308,92.0,774.0,1432.0,4,3113000.0
175,2,1.0,1.29371532764206,103.837276710508,8.0,105.0,775.0,5,1875500.0
176,3,3.0,1.31032066930575,103.838400921041,15.0,387.0,1872.0,5,3718000.0
177,3,3.0,1.30026689906653,103.861865589801,8.0,360.0,1389.0,7,3740000.0
178,3,3.0,1.3882277628451398,103.858740468004,27.0,179.0,1313.0,5,1650000.0
179,5,6.0,1.2914248297393,103.844383363038,9.0,696.0,2874.0,4,14080000.0
180,2,2.0,1.31782799598861,103.851970497394,6.0,106.0,678.0,9,1307800.0
181,3,2.0,1.3180672677588998,103.908811491066,62.0,42.0,915.0,3,1636800.0
182,3,3.0,1.3074153524008705,103.83971731014,7.0,50.0,2303.0,9,8140000.0
183,2,1.0,1.27708340707631,103.849181343548,5.0,510.0,721.0,6,1859000.0
184,4,4.0,1.35521095284251,103.966422045067,7.0,501.0,1539.0,4,1925000.0
185,2,2.0,1.2972590729906102,103.831023686317,46.0,540.0,657.0,4,1977800.0
186,3,2.0,1.31257730599051,103.79835625246,92.0,24.0,990.0,4,2750000.0
187,2,1.0,1.29751049338808,103.856297302855,92.0,522.0,840.0,4,2217600.0
188,4,4.0,1.3754964123397602,103.833903324716,5.0,698.0,1313.0,4,2585000.0
189,2,2.0,1.29570993713335,103.827568387283,17.0,66.0,883.0,7,2035000.0
190,3,2.0,1.43456191549725,103.844362842957,4.0,660.0,893.0,4,1100000.0
191,2,1.0,1.28734967872327,103.793056323472,52.0,1862.0,657.0,4,1236400.0
192,1,1.0,1.32112663542292,103.957520577028,12.0,75.0,517.0,4,977800.0
193,2,2.0,1.31356614088715,103.803217953455,62.0,638.0,818.0,4,2404700.0
194,4,2.0,1.31273110891936,103.840805628022,92.0,378.0,1528.0,4,3752100.0
197,2,3.0,1.3558859934741003,103.965304613692,7.0,486.0,1292.0,4,1430000.0
198,3,3.0,1.3882277628451398,103.858740468004,27.0,179.0,1594.0,4,2046000.0
200,3,3.0,1.30158083491052,103.848507995671,8.0,272.0,1992.0,5,3740000.0
201,1,1.0,1.35665447059553,103.828736711218,7.0,65.0,581.0,4,1188000.0
202,1,1.0,1.31283039144925,103.841544287772,92.0,120.0,549.0,4,1595700.0
205,1,1.0,1.31250268727998,103.880368117228,7.0,88.0,366.0,6,660000.0
206,2,2.0,1.40717651212161,103.90303963124398,5.0,992.0,915.0,5,1538900.0
207,2,1.0,1.33990853882395,103.767523150763,62.0,928.0,570.0,6,1186900.0
208,4,3.0,1.31432631656582,103.831065213527,57.0,117.0,1572.0,4,5111700.0
209,2,2.0,1.29213320015397,103.838064913731,11.0,88.0,1130.0,6,3410000.0
210,4,3.0,1.31710645052527,103.758947292195,52.0,1468.0,1292.0,4,2344100.0
211,2,2.0,1.29474075956073,103.836583709306,8.0,376.0,829.0,4,2585000.0
212,3,3.0,1.27056376702524,103.81362828328,8.0,141.0,1539.0,4,3080000.0
213,3,3.0,1.29810982307445,103.827712685178,26.0,325.0,1389.0,4,2530000.0
214,4,3.0,1.31391724536932,103.883271343775,92.0,34.0,1195.0,4,1944800.0
215,3,2.0,1.36534920847374,103.830268477018,7.0,361.0,1648.0,4,2750000.0
216,1,1.0,1.31020604772432,103.914763365301,9.0,104.0,603.0,7,1155000.0
218,1,1.0,1.33040458254512,103.867093216382,9.0,47.0,463.0,4,880000.0
219,2,1.0,1.33846074116521,103.871405511562,62.0,667.0,667.0,4,1559800.0
220,2,1.0,1.27056376702524,103.81362828328,8.0,141.0,538.0,9,1320000.0
221,3,3.0,1.38042350544105,103.935307266177,17.0,397.0,1151.0,4,1320000.0
223,3,2.0,1.3180672677588998,103.908811491066,62.0,42.0,861.0,4,1575300.0
224,2,2.0,1.27708340707631,103.849181343548,5.0,510.0,1033.0,5,2475000.0
225,1,1.0,1.3747206566168002,103.903731742438,4.0,1165.0,689.0,5,970200.0
226,1,1.0,1.28401388660814,103.829756642021,4.0,500.0,506.0,4,1232000.0
227,3,3.0,1.35222442490505,103.841544324383,22.0,188.0,1141.0,3,1540000.0
229,4,3.0,1.30896390883059,103.836154325224,92.0,138.0,2056.0,3,8475500.0
230,1,1.0,1.32751915623427,103.867298187961,10.0,19.0,398.0,7,756800.0
231,2,2.0,1.32012879856897,103.91212772924,14.0,23.0,915.0,3,1431000.0
232,1,1.0,1.29474075956073,103.836583709306,-1.0,376.0,427.0,4,1681900.0
233,4,3.0,1.35823032280321,103.965573132382,92.0,428.0,1270.0,3,1901900.0
234,3,3.0,1.27461794103822,103.844319553688,8.0,280.0,1561.0,11,4703700.0
235,3,3.0,1.2772242561628302,103.853694940241,5.0,1042.0,1593.0,5,4761900.0
236,4,3.0,1.33817297729956,103.871178370558,62.0,667.0,1259.0,4,2897400.0
237,2,2.0,1.27426245685335,103.846025087372,12.0,168.0,1001.0,9,1908500.0
238,4,3.0,1.29298775382221,103.851046829843,6.0,39.0,3003.0,5,11175600.0
239,4,4.0,1.33257600947573,103.785827347059,10.0,336.0,2336.0,6,4818000.0
240,2,2.0,1.29868831359876,103.884853403453,6.0,128.0,678.0,6,1892000.0
241,1,1.0,1.3088957673265802,103.863068603426,15.0,600.0,560.0,6,1045000.0
242,3,2.0,1.2952856447523702,103.838567440302,62.0,51.0,904.0,4,2475000.0
243,3,3.0,1.3453195492621202,103.945384662025,-1.0,466.4,1033.0,5,1617000.0
244,1,1.0,1.29161477521886,103.805052653091,1.0,1259.0,441.0,4,1239700.0
245,3,2.0,1.29906600768056,103.832068608699,11.0,53.0,2593.0,6,6196300.0
246,3,3.0,1.2772242561628302,103.853694940241,5.0,1042.0,1593.0,3,4761900.0
247,3,3.0,1.31083945362027,103.828325367461,8.0,156.0,1765.0,4,5492300.0
248,2,1.0,1.3712766425144198,103.900554105553,-1.0,1472.0,689.0,4,1080200.0
249,2,2.0,1.36740497281175,103.969165586472,37.0,362.0,1000.0,7,1078000.0
251,3,3.0,1.3762202996298998,103.959523461706,8.0,416.0,1238.0,5,1237500.0
252,2,2.0,1.35632843123308,103.966578200418,6.0,396.0,742.0,4,1045000.0
253,1,1.0,1.31432631656582,103.831065213527,57.0,117.0,495.0,3,1556500.0
254,3,2.0,1.34335239967805,103.719303577001,8.0,629.0,1023.0,6,1650000.0
256,2,3.0,1.34856753039649,103.926675325727,8.0,696.0,926.0,5,1023000.0
257,4,4.0,1.36410574565492,103.763670992519,92.0,564.0,1259.0,4,2151600.0
258,1,1.0,1.31467262956125,103.839010845653,62.0,340.0,463.0,4,1519100.0
259,2,2.0,1.34481825847721,103.87123873961,6.0,60.0,850.0,4,1045000.0
261,2,2.0,1.31083945362027,103.828325367461,8.0,156.0,1539.0,4,4967600.0
262,3,3.0,1.31467262956125,103.839010845653,62.0,340.0,1163.0,4,3396800.0
263,1,1.0,1.28076943504219,103.852658562152,14.0,1111.0,657.0,9,1408000.0
264,3,3.0,1.3447711497209298,103.963820610847,24.0,256.0,1216.0,5,1540000.0
265,1,1.0,1.31250268727998,103.880368117228,7.0,88.0,366.0,4,676500.0
266,4,4.0,1.3182475031588703,103.762081253712,5.0,755.0,4607.0,5,5473100.0
267,5,4.0,1.28749505390492,103.793610594541,52.0,1862.0,1515.0,4,3080000.0
268,4,4.0,1.3971040106626498,103.892771167018,92.0,548.0,1389.0,4,1537800.0
269,4,6.0,1.2984340703381398,103.824518766243,10.0,31.0,6082.0,6,27839900.0
270,2,2.0,1.32713313560276,103.948931009877,6.0,726.0,721.0,4,1265000.0
272,1,1.0,1.2763901192721498,103.830271330171,92.0,1074.0,527.0,4,1375000.0
273,2,1.0,1.35823032280321,103.965573132382,92.0,428.0,645.0,4,945900.0
274,4,3.0,1.2896097164683,103.841276389346,23.0,492.0,2110.0,4,3504300.0
275,3,3.0,1.31711023904743,103.837956844749,-1.0,70.0,926.0,4,2572100.0
276,5,4.0,1.3784291899576202,103.763427108552,5.0,546.0,3208.0,4,3740000.0
277,2,1.0,1.3191895872053898,103.881380824314,5.0,1024.0,710.0,4,1320000.0
278,3,3.0,1.31675718224416,103.783239125241,-1.0,466.4,1464.0,6,3337500.0
279,2,2.0,1.2763901192721498,103.830271330171,92.0,1074.0,689.0,4,1857700.0
280,3,3.0,1.28451338901171,103.82771157984,27.0,412.0,1292.0,7,2090000.0
281,3,3.0,1.36478651146586,103.764763618001,5.0,512.0,2207.0,6,2640000.0
282,3,3.0,1.28076943504219,103.852658562152,14.0,1111.0,1900.0,5,4345000.0
284,4,4.0,1.28734967872327,103.793056323472,52.0,1862.0,1313.0,3,2521200.0
285,3,2.0,1.33102936528877,103.767519926051,92.0,660.0,1109.0,6,2350700.0
286,4,4.0,1.3661870297630598,103.873674807486,-1.0,1052.0,1582.0,4,2759900.0
287,2,2.0,1.31826157961172,103.830352987178,8.0,278.0,1066.0,4,2931500.0
288,2,2.0,1.34553420682452,103.880737418528,1.0,80.0,710.0,4,1652500.0
289,3,4.0,1.31242688268348,103.841064338246,92.0,378.0,915.0,4,2523400.0
290,1,1.0,1.28076943476846,103.852658562152,14.0,1111.0,657.0,11,1485000.0
292,3,2.0,1.3156928164723998,103.841615456446,6.0,180.0,1539.0,7,3300000.0
293,1,2.0,1.27516997577919,103.844496312645,15.0,646.0,786.0,3,1485000.0
294,3,3.0,1.31442784690881,103.854590851448,48.0,8.0,1216.0,7,1903000.0
295,2,1.0,1.33114412030929,103.794196158906,1.0,285.0,635.0,12,1878800.0
296,1,1.0,1.2746439780471102,103.844741587315,8.0,360.0,365.0,6,1100000.0
297,3,2.0,1.29824018210274,103.886163635826,92.0,66.0,1033.0,4,2726900.0
298,2,1.0,1.3173244552613002,103.760332496122,52.0,1468.0,689.0,4,1322200.0
300,7,6.0,1.30896390883059,103.836154325224,92.0,138.0,5920.0,4,30799900.0
301,2,2.0,1.44373743554443,103.810309503009,3.0,358.0,753.0,8,869000.0
302,3,2.0,1.3426574015858102,103.718174762722,10.0,712.0,1280.0,4,1980000.0
303,4,3.0,1.35521095284251,103.966422045067,7.0,501.0,1539.0,6,1705000.0
304,2,2.0,1.3441300441316,103.717761466942,24.0,638.0,1076.0,14,1100000.0
305,2,2.0,1.3655707838852,103.77504908361,92.0,460.0,721.0,4,1276000.0
306,1,1.0,1.35487857823309,103.929231871684,3.0,626.0,506.0,7,825000.0
307,2,2.0,1.33299652357223,103.869983175672,8.0,219.0,850.0,3,1342000.0
308,3,3.0,1.30557829834877,103.838140768626,18.0,248.0,2636.0,4,5500000.0
309,4,4.0,1.29474075956073,103.836583709306,8.0,376.0,2411.0,4,8034400.0
310,1,1.0,1.32751915623427,103.867298187961,10.0,19.0,452.0,3,825000.0
311,3,2.0,1.35629068660571,103.930616424575,1.0,700.0,893.0,3,1056000.0
312,1,1.0,1.26489010829928,103.816454088109,6.0,366.0,689.0,5,1673100.0
313,1,1.0,1.42723729858592,103.78569015345,8.0,689.0,431.0,6,638000.0
314,2,2.0,1.3008178172824,103.861939079699,26.0,360.0,1098.0,6,2538700.0
315,4,3.0,1.31131219787605,103.882972095616,5.0,137.0,1259.0,4,2440900.0
316,1,2.0,1.27461794103822,103.844319553688,8.0,280.0,840.0,5,1980000.0
317,3,2.0,1.31273110891936,103.840805628022,92.0,378.0,915.0,4,2541000.0
319,4,5.0,1.24374486501866,103.842511120502,12.0,264.0,5985.0,6,15400000.0
320,3,2.0,1.3172278261208998,103.885015905304,4.0,250.0,861.0,7,1562000.0
321,5,5.0,1.31710645052527,103.758947292195,52.0,1468.0,1711.0,4,2962300.0
322,2,2.0,1.3170647562958702,103.832881868381,-1.0,230.0,797.0,3,3196600.0
323,2,2.0,1.31627726515293,103.904948742515,11.0,25.0,1001.0,6,1430000.0
325,2,3.0,1.35212089071653,103.756704783563,23.0,645.0,1023.0,6,935000.0
326,3,2.0,1.27516997523174,103.844496312645,15.0,646.0,1249.0,4,2640000.0
327,2,1.0,1.2763901192721498,103.830271330171,92.0,1074.0,657.0,4,1534500.0
328,3,3.0,1.2829614865958898,103.839814598308,92.0,774.0,1152.0,3,2846800.0
329,2,1.0,1.35577257355415,103.964916673398,7.0,486.0,646.0,3,789800.0
330,3,2.0,1.38915074349074,103.870336091468,6.0,496.0,958.0,4,1195700.0
331,1,1.0,1.28749505390492,103.793610594541,52.0,1862.0,517.0,4,1112100.0
332,3,3.0,1.33874811788053,103.850881932323,3.0,578.0,979.0,6,1925000.0
333,1,1.0,1.3305625038871298,103.86788498045,92.0,85.0,474.0,4,1100000.0
334,3,3.0,1.31906972390327,103.846101471001,19.0,37.0,1851.0,4,3289000.0
335,3,2.0,1.36286208839026,103.763433915546,92.0,564.0,893.0,4,1596100.0
336,3,2.0,1.31382470792201,103.887870596439,8.0,36.0,1152.0,6,1276000.0
337,2,1.0,1.35300842405369,103.759134678556,7.0,193.0,1066.0,3,1375000.0
338,1,1.0,1.27940014288617,103.847329579148,11.0,312.0,527.0,4,1317800.0
339,2,2.0,1.31105604490125,103.832081056609,17.0,136.0,1173.0,3,2846800.0
341,2,2.0,1.37447287448697,103.90307048623,4.0,1165.0,678.0,3,1023000.0
343,3,2.0,1.31671012798955,103.911427920628,92.0,31.0,1346.0,4,2171400.0
344,2,2.0,1.3130616127338102,103.80464762708598,-1.0,85.0,732.0,4,2124100.0
345,3,2.0,1.3896154541698602,103.895880315991,6.0,810.0,850.0,6,1375000.0
346,1,1.0,1.32638091456349,103.86384065497,13.0,56.0,484.0,4,734800.0
347,3,3.0,1.4048601754389298,103.899371863626,7.0,882.0,1044.0,3,1540000.0
349,4,3.0,1.3003778859504198,103.899209385533,36.0,592.0,1302.0,3,3322000.0
350,2,1.0,1.3772718818188998,103.756785085676,6.0,105.0,721.0,4,1100000.0
351,4,4.0,1.30891243803731,103.76705513582,92.0,640.0,1690.0,4,2843500.0
352,3,3.0,1.2919811183578702,103.834261909893,26.0,248.0,1744.0,4,4620000.0
353,4,3.0,1.33821440339182,103.87208996414302,62.0,667.0,1281.0,4,2902900.0
355,1,1.0,1.3212914342901,103.852179456118,5.0,56.0,527.0,5,1097800.0
357,2,2.0,1.33775014326631,103.933985479062,21.0,420.0,1000.0,7,1155000.0
358,4,3.0,1.26625830660217,103.810803288694,11.0,1129.0,3283.0,10,9900000.0
359,1,1.0,1.39263720451204,103.879380995151,10.0,521.0,527.0,3,770000.0
360,2,2.0,1.29980838493639,103.898492758597,1.0,92.0,721.0,4,2062100.0
361,3,2.0,1.31291695250751,103.859047068258,3.0,305.0,947.0,6,2068000.0
363,2,1.0,1.2766295341073302,103.829105212029,92.0,1074.0,657.0,4,1669800.0
366,2,2.0,1.2772242561628302,103.853694940241,5.0,1042.0,1101.0,13,2319700.0
367,3,4.0,1.31711023904743,103.837956844749,8.0,70.0,1647.0,4,4056800.0
368,1,1.0,1.32424062857487,103.945166152749,5.0,748.0,635.0,4,977900.0
369,2,2.0,1.27671498507474,103.853326932298,5.0,1042.0,1173.0,6,3292300.0
