name,model,bedrooms,bathrooms,district,region,planning_area,subszone,lat,lng,freehold,since_built_year,no_of_units,area_size,since_listing_month,additional_rooms,price
0,2,4,4.0,5384516.552978626,1,2530316.0,2865933.819628647,1.31273110891936,103.840805628022,0,92.0,378.0,1528.0,4,0,3848900.0
0,3,2,1.0,4775055.743509048,1,2535026.006904488,2723755.944055944,1.31591024154147,103.803764384395,0,8.0,1715.0,635.0,4,0,1485000.0
0,2,3,4.0,5384516.552978626,1,2291590.434782609,2229222.3214285714,1.29980932003035,103.846962526481,1,13.0,50.0,3659.0,6,0,7590000.0
0,3,4,6.0,4775055.743509048,1,8152532.605729877,10466942.0,1.31042398715597,103.827913403265,1,8.0,43.0,3821.0,11,0,17806800.0
0,2,2,2.0,2044309.4533029613,1,3543962.2532894737,1991646.5277777778,1.2763901192721498,103.830271330171,0,92.0,1074.0,657.0,4,0,1383800.0
0,2,4,4.0,2328611.231884058,1,3543962.2532894737,2754738.596491228,1.27588976787545,103.83815170912202,1,62.0,262.0,1346.0,4,0,4085400.0
1,2,2,2.0,1991224.1223103057,1,2535026.006904488,1922859.266802444,1.33990853882395,103.767523150763,1,62.0,928.0,689.0,5,0,1603800.0
0,2,5,4.0,2328611.231884058,1,3543962.2532894737,2754738.596491228,1.27588976787545,103.83815170912202,1,62.0,262.0,1819.0,3,0,6248000.0
0,3,2,1.0,4775055.743509048,1,2535026.006904488,2723755.944055944,1.3160902186364198,103.802300019532,0,8.0,1715.0,937.0,6,0,1793000.0
0,3,2,2.0,1991224.1223103057,0,2106210.4838709678,1974611.7241379311,1.33102936528877,103.767519926051,1,92.0,660.0,700.0,3,0,1398100.0
0,3,2,2.0,1464337.8330373003,0,1597532.42506812,1250390.4522613066,1.32424062857487,103.945166152749,0,5.0,748.0,840.0,6,0,1438800.0
0,3,4,4.0,4775055.743509048,1,2535026.006904488,2755261.5384615385,1.33161839267294,103.794252400987,1,1.0,285.0,1475.0,4,1,3940600.0
0,2,1,1.0,4775055.743509048,1,4847889.605389798,5507399.833887043,1.3178394716996498,103.826223650676,1,9.0,44.0,947.0,6,0,1870000.0
0,2,2,2.0,5384516.552978626,1,6349252.044609666,5815416.814159292,1.29661070295127,103.838583743882,1,10.0,130.0,883.0,4,0,2449600.0
0,3,2,2.0,1443190.826873385,0,1474056.5557729942,1726299.0990990992,1.34503342838494,103.946749425598,0,62.0,2203.0,678.0,4,0,1210000.0
0,3,4,3.0,4775055.743509048,1,8152532.605729877,10466942.0,1.31083945362027,103.828325367461,1,8.0,156.0,5456.0,4,1,36756500.0
0,3,3,3.0,1813806.5789473683,1,2184191.4739884394,2116297.8835978834,1.30928782407603,103.857584554973,1,52.0,466.4,1442.0,13,0,2750000.0
0,2,3,3.0,3478224.1852487135,1,4528125.863723609,9158456.783919599,1.2963566643980902,103.85736876917,0,1.0,219.0,1324.0,4,0,4610100.0
0,2,4,4.0,2044910.1265822784,1,1967280.4586241276,2227979.6116504855,1.30326050404129,103.789209731059,0,-1.0,165.0,1259.0,3,1,2651000.0
0,0,3,3.0,1391670.736086176,0,1483697.049180328,1314511.111111111,1.4484828125566205,103.827500614159,0,-1.0,413.0,1044.0,4,0,1234200.0
0,2,3,2.0,1614645.7483838885,0,1468921.5496368038,1710901.2121212122,1.36721571020099,103.887069987475,0,92.0,1410.0,936.0,4,0,1439900.0
0,2,2,1.0,1614645.7483838885,0,1804856.8767908309,1728017.0731707318,1.36556375666326,103.87364194752,0,-1.0,1052.0,624.0,3,0,1229800.0
0,2,4,4.0,2044910.1265822784,0,2106210.4838709678,1451673.381294964,1.31641321892511,103.757451263571,1,6.0,136.0,2863.0,3,0,2695000.0
0,3,2,1.0,1475015.0159744408,0,1436531.6831683167,1405387.0967741935,1.33555731797921,103.742416815373,0,6.0,738.0,624.0,6,0,1097800.0
0,3,2,2.0,4775055.743509048,1,2535026.006904488,2723755.944055944,1.3160902186364198,103.802300019532,0,8.0,1715.0,1076.0,3,0,1958000.0
0,2,3,2.0,1614645.7483838885,1,1798508.9201877934,1594948.9583333333,1.34036185896759,103.883846444139,0,-1.0,115.0,947.0,4,0,1822700.0
0,3,3,3.0,5384516.552978626,1,6349252.044609666,3907440.425531915,1.29474075956073,103.836583709306,1,-1.0,376.0,1141.0,4,0,3603600.0
0,3,7,5.0,3478224.1852487135,1,4528125.863723609,3857791.150442478,1.30101092385674,103.862484057069,0,26.0,360.0,11130.0,10,0,28380000.0
0,3,4,4.0,1369109.4515752625,0,1344969.9792960663,1426577.0440251573,1.36286208839026,103.763433915546,0,92.0,564.0,1259.0,4,0,2090000.0
0,2,2,1.0,1671637.4331550803,1,2530316.0,1601464.8484848484,1.32696539864482,103.84367423097,1,6.0,154.0,452.0,6,0,913000.0
0,2,2,3.0,4775055.743509048,1,6184363.008130081,8418328.440366972,1.3049543207656202,103.827627471264,1,12.0,154.0,1313.0,3,0,5263500.0
1,2,3,2.0,7014909.427609428,1,3734418.5676392573,4161450.4672897197,1.2914248297393,103.844383363038,0,9.0,696.0,938.0,4,0,2750000.0
0,3,1,1.0,1614645.7483838885,0,1468921.5496368038,1327180.8510638298,1.37557855184255,103.903316771617,0,7.0,493.0,732.0,4,1,935000.0
0,2,1,1.0,4775055.743509048,1,4847889.605389798,5507399.833887043,1.3178394716996498,103.826223650676,1,9.0,44.0,377.0,3,0,1064800.0
1,2,2,1.0,1991224.1223103057,1,2535026.006904488,1922859.266802444,1.33990853882395,103.767523150763,1,62.0,928.0,570.0,5,0,1262800.0
0,3,1,1.0,1671637.4331550803,1,1798508.9201877934,1857205.0062683516,1.33783870484494,103.846559772458,0,10.0,590.0,689.0,5,0,1320000.0
0,2,3,3.0,3478224.1852487135,1,4528125.863723609,3044893.1558935363,1.29916295967817,103.857859536947,0,5.0,660.0,1722.0,3,0,4642000.0
0,3,2,1.0,1472142.6853707414,0,1597532.42506812,1323384.5360824743,1.32936720206385,103.905791323853,1,92.0,237.0,635.0,12,0,1299100.0
0,3,2,2.0,1472142.6853707414,1,1506564.6327683616,1445918.6046511629,1.31334216639182,103.887624564305,1,-1.0,466.4,1152.0,4,0,1320000.0
0,0,4,4.0,1391670.736086176,0,1483697.049180328,1314511.111111111,1.4477847128746102,103.827451281642,0,-1.0,413.0,1399.0,4,0,1812800.0
0,3,3,2.0,1614645.7483838885,0,1468921.5496368038,1435912.5,1.36175110952447,103.891446797961,1,4.0,222.0,904.0,3,0,1705000.0
0,3,3,3.0,2904791.5646258504,1,2530316.0,2865933.819628647,1.31467262956125,103.839010845653,1,62.0,340.0,1163.0,4,0,3421000.0
0,2,3,2.0,7014909.427609428,1,4528125.863723609,9158456.783919599,1.29298775382221,103.851046829843,0,6.0,39.0,6609.0,5,0,27423000.0
0,3,4,3.0,5038360.934579439,1,5809465.809768638,5809465.809768638,1.24678687668364,103.844402093991,0,13.0,249.0,2583.0,4,1,5115000.0
0,3,3,3.0,1443190.826873385,0,1474056.5557729942,1357542.2222222222,1.34120980441122,103.956288849924,0,10.0,646.0,1324.0,6,0,1578500.0
0,3,3,3.0,1275588.2037533512,0,1804856.8767908309,1295123.3009708738,1.38653998627,103.869207772374,0,7.0,276.0,2315.0,7,0,2420000.0
0,3,1,1.0,4775055.743509048,1,4847889.605389798,5507399.833887043,1.31432631656582,103.831065213527,1,57.0,117.0,495.0,4,0,1563800.0
0,2,3,3.0,3103501.436031332,1,3805257.0276497696,4248308.064516129,1.29647219511777,103.891034649257,1,92.0,200.0,1109.0,3,0,3047000.0
0,2,5,4.0,1614645.7483838885,0,1804856.8767908309,1728017.0731707318,1.36568309360788,103.874037846175,0,-1.0,1052.0,2325.0,3,1,2702700.0
0,2,2,2.0,1369109.4515752625,0,1552352.9032258065,1504939.779005525,1.3655707838852,103.77504908361,0,92.0,460.0,721.0,3,0,1313600.0
0,3,2,2.0,2044910.1265822784,0,2106210.4838709678,2565085.714285714,1.29576313642746,103.766122279701,1,7.0,131.0,1442.0,4,1,2197800.0
0,2,3,3.0,3103501.436031332,0,1597532.42506812,1846157.3134328357,1.31101225037145,103.91104219781602,1,-1.0,22.0,1216.0,4,0,2506800.0
1,3,2,2.0,5038360.934579439,1,3543962.2532894737,4673443.285939968,1.26742739055301,103.813671410135,0,11.0,1129.0,1077.0,8,0,2189000.0
0,2,4,5.0,3103501.436031332,1,3805257.0276497696,3950115.9223300973,1.30234997893113,103.901267900768,1,2.0,139.0,1593.0,4,0,4644200.0
0,3,5,4.0,5038360.934579439,1,5809465.809768638,5809465.809768638,1.24297424636053,103.839164641252,0,11.0,124.0,3940.0,6,0,7484400.0
0,2,2,1.0,1671637.4331550803,1,2530316.0,1601464.8484848484,1.32696539864482,103.84367423097,1,6.0,154.0,484.0,14,0,935000.0
0,2,2,2.0,5384516.552978626,1,3734418.5676392573,3183496.2025316455,1.29078080113526,103.837445495482,0,7.0,70.0,1119.0,4,0,2587200.0
0,2,1,1.0,5384516.552978626,1,6184363.008130081,4737212.931034483,1.30580609670053,103.833059609864,1,11.0,338.0,624.0,4,0,2728000.0
0,2,2,1.0,1743462.156448203,1,1798508.9201877934,1545923.611111111,1.33154468020698,103.866996465418,0,4.0,731.0,859.0,6,1,1237500.0
0,2,6,5.0,2328611.231884058,1,3543962.2532894737,2754738.596491228,1.27588976787545,103.83815170912202,1,92.0,262.0,2228.0,4,0,7699800.0
0,3,2,2.0,2044309.4533029613,1,3734418.5676392573,3183496.2025316455,1.2896097164683,103.841276389346,0,23.0,492.0,1055.0,4,0,1870000.0
0,2,2,2.0,1472142.6853707414,1,1506564.6327683616,1445918.6046511629,1.31253129900962,103.888139939124,1,8.0,36.0,979.0,5,0,1375000.0
0,3,3,4.0,4775055.743509048,1,2535026.006904488,3110807.6923076925,1.31987664656565,103.781130442617,1,37.0,170.0,1959.0,6,0,3960000.0
0,2,2,2.0,5384516.552978626,1,8152532.605729877,6046682.113821139,1.30682945098827,103.838164594407,1,11.0,140.0,1281.0,10,1,3608000.0
0,2,4,2.0,1391670.736086176,0,1340339.6103896103,1388874.358974359,1.4271730204268198,103.836266579618,0,4.0,920.0,1270.0,4,0,2120800.0
0,3,3,2.0,1671637.4331550803,1,2184191.4739884394,1484039.6396396395,1.3218204074661002,103.864744134712,0,6.0,862.0,979.0,4,0,1683000.0
0,3,6,4.0,1614645.7483838885,0,1468921.5496368038,1710901.2121212122,1.36101098064253,103.880153745142,1,24.0,466.4,2260.0,3,0,2860000.0
0,3,1,1.0,1475015.0159744408,0,1436531.6831683167,1405387.0967741935,1.33555731797921,103.742416815373,0,6.0,738.0,474.0,6,0,968000.0
0,2,3,2.0,2044910.1265822784,0,2106210.4838709678,2420852.755905512,1.31702437516587,103.760349630999,0,52.0,1468.0,969.0,4,0,2025100.0
1,2,2,2.0,7014909.427609428,1,3734418.5676392573,4161450.4672897197,1.2914248297393,103.844383363038,0,9.0,696.0,829.0,4,1,2415600.0
0,0,4,2.0,1475015.0159744408,0,1493349.0566037735,1491303.1578947369,1.33215538990119,103.723817615498,0,6.0,546.0,1249.0,3,0,1738000.0
0,3,1,1.0,2328611.231884058,1,3543962.2532894737,2754738.596491228,1.27527115223131,103.83683222505,1,9.0,351.0,603.0,3,0,1518000.0
0,2,1,1.0,4854490.980735552,1,4528125.863723609,5409189.263803681,1.27708340707631,103.849181343548,0,5.0,510.0,721.0,7,1,2200000.0
0,2,1,1.0,1614645.7483838885,0,1804856.8767908309,1728017.0731707318,1.36565982088201,103.873224518821,0,-1.0,1052.0,474.0,3,0,825000.0
0,3,5,5.0,1443190.826873385,0,1385824.888888889,1462378.6666666667,1.37233081948329,103.943417527664,0,11.0,724.0,2679.0,3,0,2915000.0
0,2,1,1.0,1813806.5789473683,1,2184191.4739884394,1333558.8235294118,1.31416383479813,103.853905530109,1,12.0,46.0,431.0,5,0,811800.0
0,2,4,3.0,5384516.552978626,1,6349252.044609666,4096746.6666666665,1.29906600768056,103.832068608699,1,11.0,53.0,2432.0,4,1,6380000.0
0,2,1,1.0,5384516.552978626,1,8152532.605729877,6046682.113821139,1.30819265200559,103.838374549594,1,8.0,52.0,689.0,3,0,1870000.0
0,2,4,2.0,1614645.7483838885,0,1468921.5496368038,1327180.8510638298,1.3705124214993798,103.899646123343,0,-1.0,1472.0,1485.0,3,0,2439800.0
0,3,2,2.0,5384516.552978626,1,6349252.044609666,3907440.425531915,1.2934966639073,103.8381049101,0,1.0,450.0,764.0,4,0,1961300.0
0,2,1,1.0,5384516.552978626,1,6349252.044609666,5815416.814159292,1.2972729466104298,103.838940257017,1,6.0,76.0,710.0,5,0,3099800.0
0,2,2,1.0,1472142.6853707414,0,1597532.42506812,1444335.9550561798,1.32088202092246,103.91009200714198,1,10.0,32.0,635.0,5,0,1089000.0
0,3,2,1.0,5384516.552978626,1,8152532.605729877,6046682.113821139,1.30980898738366,103.834917913837,1,24.0,136.0,1098.0,6,0,2915000.0
0,3,3,4.0,2044309.4533029613,1,3543962.2532894737,2372321.359223301,1.2929389935100302,103.821693138843,0,4.0,663.0,1195.0,6,0,2552000.0
1,2,5,4.0,1991224.1223103057,1,2535026.006904488,1922859.266802444,1.34013731823673,103.768787031514,1,62.0,466.4,1884.0,9,0,4350500.0
0,3,4,4.0,1614645.7483838885,0,1804856.8767908309,2015160.1522842639,1.34579628007765,103.880801954328,1,1.0,80.0,1291.0,3,0,2640000.0
0,3,2,2.0,5384516.552978626,1,6349252.044609666,3907440.425531915,1.29303736708345,103.837772811242,0,1.0,450.0,883.0,4,0,3105300.0
1,2,3,3.0,4854490.980735552,1,4528125.863723609,4776989.793281654,1.2772242561628302,103.853694940241,0,5.0,1042.0,1593.0,5,0,4495700.0
0,2,2,2.0,3103501.436031332,1,3805257.0276497696,4248308.064516129,1.29647219511777,103.891034649257,1,92.0,200.0,689.0,4,0,2033900.0
1,2,4,3.0,2044910.1265822784,1,1967280.4586241276,1884550.9641873278,1.28749505390492,103.793610594541,0,52.0,1862.0,1313.0,3,1,2560800.0
0,3,2,2.0,2904791.5646258504,1,2530316.0,2578001.388888889,1.32534460429599,103.840724426138,1,-1.0,90.0,829.0,4,0,2536000.0
0,3,3,2.0,1614645.7483838885,0,1804856.8767908309,2015160.1522842639,1.34478691681927,103.878778848783,1,37.0,250.0,850.0,4,0,2026200.0
0,2,2,1.0,4775055.743509048,1,2535026.006904488,2430919.9029126214,1.33049827080051,103.796577625251,0,62.0,476.0,646.0,3,1,1595000.0
0,2,2,1.0,1614645.7483838885,1,1798508.9201877934,1594948.9583333333,1.34036185896759,103.883846444139,0,-1.0,115.0,657.0,4,0,1210000.0
0,2,3,2.0,2904791.5646258504,1,2530316.0,2865933.819628647,1.31467262956125,103.839010845653,1,62.0,340.0,1163.0,12,0,3554100.0
0,2,3,3.0,1386899.745547074,0,1385824.888888889,1426406.349206349,1.37785629605717,103.957089619973,1,1.0,49.0,1130.0,4,0,2005300.0
0,3,2,2.0,1614645.7483838885,0,1804856.8767908309,2015160.1522842639,1.34553420682452,103.880737418528,1,1.0,80.0,699.0,4,0,1688800.0
0,3,2,2.0,1443190.826873385,0,1385824.888888889,1462378.6666666667,1.36983181096693,103.946441576614,0,5.0,912.0,753.0,4,0,1078000.0
0,2,4,2.0,2044309.4533029613,1,2277172.2433460075,2406725.6038647345,1.2829614865958898,103.839814598308,0,92.0,774.0,1432.0,4,0,3113000.0
0,2,2,1.0,5384516.552978626,1,6349252.044609666,3907440.425531915,1.29371532764206,103.837276710508,1,8.0,105.0,775.0,5,0,1875500.0
0,3,3,3.0,5384516.552978626,1,8152532.605729877,6046682.113821139,1.31032066930575,103.838400921041,0,15.0,387.0,1872.0,5,0,3718000.0
0,2,3,3.0,3478224.1852487135,1,4528125.863723609,3857791.150442478,1.30026689906653,103.861865589801,0,8.0,360.0,1389.0,7,0,3740000.0
0,3,3,3.0,1275588.2037533512,0,1804856.8767908309,1295123.3009708738,1.3882277628451398,103.858740468004,1,27.0,179.0,1313.0,5,0,1650000.0
1,2,5,6.0,7014909.427609428,1,3734418.5676392573,4161450.4672897197,1.2914248297393,103.844383363038,0,9.0,696.0,2874.0,4,0,14080000.0
0,2,2,2.0,1813806.5789473683,1,2184191.4739884394,1333558.8235294118,1.31782799598861,103.851970497394,1,6.0,106.0,678.0,9,0,1307800.0
0,2,3,2.0,1472142.6853707414,0,1597532.42506812,1846157.3134328357,1.3180672677588998,103.908811491066,1,62.0,42.0,915.0,3,0,1636800.0
0,2,3,3.0,5384516.552978626,1,8152532.605729877,6046682.113821139,1.3074153524008705,103.83971731014,1,7.0,50.0,2303.0,9,0,8140000.0
0,2,2,1.0,4854490.980735552,1,4528125.863723609,5409189.263803681,1.27708340707631,103.849181343548,0,5.0,510.0,721.0,6,0,1859000.0
0,3,4,4.0,1386899.745547074,0,1385824.888888889,1366258.2840236686,1.35521095284251,103.966422045067,0,7.0,501.0,1539.0,4,0,1925000.0
0,2,2,2.0,5384516.552978626,1,6349252.044609666,4096746.6666666665,1.2972590729906102,103.831023686317,0,46.0,540.0,657.0,4,1,1977800.0
0,2,3,2.0,4775055.743509048,1,2535026.006904488,3471861.61971831,1.31257730599051,103.79835625246,1,92.0,24.0,990.0,4,0,2750000.0
0,2,2,1.0,3478224.1852487135,1,4528125.863723609,3044893.1558935363,1.29751049338808,103.856297302855,0,92.0,522.0,840.0,4,0,2217600.0
0,3,4,4.0,1908480.7228915663,0,1669628.5714285714,2013880.800025433,1.3754964123397602,103.833903324716,0,5.0,698.0,1313.0,4,0,2585000.0
0,2,2,2.0,4775055.743509048,1,4847889.605389798,4278711.25,1.29570993713335,103.827568387283,1,17.0,66.0,883.0,7,0,2035000.0
0,3,3,2.0,1391670.736086176,0,1340339.6103896103,1151349.494949495,1.43456191549725,103.844362842957,0,4.0,660.0,893.0,4,0,1100000.0
1,2,2,1.0,2044910.1265822784,1,1967280.4586241276,1884550.9641873278,1.28734967872327,103.793056323472,0,52.0,1862.0,657.0,4,0,1236400.0
0,2,1,1.0,1464337.8330373003,0,1597532.42506812,1250390.4522613066,1.32112663542292,103.957520577028,1,12.0,75.0,517.0,4,0,977800.0
0,3,2,2.0,4775055.743509048,1,2535026.006904488,2723755.944055944,1.31356614088715,103.803217953455,1,62.0,638.0,818.0,4,1,2404700.0
0,2,4,2.0,5384516.552978626,1,2530316.0,2865933.819628647,1.31273110891936,103.840805628022,0,92.0,378.0,1528.0,4,0,3752100.0
0,3,2,3.0,1386899.745547074,0,1385824.888888889,1366258.2840236686,1.3558859934741003,103.965304613692,0,7.0,486.0,1292.0,4,1,1430000.0
0,3,3,3.0,1275588.2037533512,0,1804856.8767908309,1295123.3009708738,1.3882277628451398,103.858740468004,1,27.0,179.0,1594.0,4,0,2046000.0
0,3,3,3.0,5384516.552978626,1,1788613.7651821862,1959676.1006289308,1.30158083491052,103.848507995671,1,8.0,272.0,1992.0,5,0,3740000.0
0,2,1,1.0,1908480.7228915663,1,1962362.5668449197,1927526.4957264957,1.35665447059553,103.828736711218,1,7.0,65.0,581.0,4,0,1188000.0
0,2,1,1.0,5384516.552978626,1,2530316.0,2865933.819628647,1.31283039144925,103.841544287772,1,92.0,120.0,549.0,4,0,1595700.0
0,2,1,1.0,1472142.6853707414,1,1506564.6327683616,1445918.6046511629,1.31250268727998,103.880368117228,1,7.0,88.0,366.0,6,0,660000.0
0,2,2,2.0,1614645.7483838885,0,1434901.4705882352,1251194.0,1.40717651212161,103.90303963124398,0,5.0,992.0,915.0,5,0,1538900.0
1,2,2,1.0,1991224.1223103057,1,2535026.006904488,1922859.266802444,1.33990853882395,103.767523150763,1,62.0,928.0,570.0,6,0,1186900.0
0,3,4,3.0,4775055.743509048,1,4847889.605389798,5507399.833887043,1.31432631656582,103.831065213527,1,57.0,117.0,1572.0,4,0,5111700.0
0,2,2,2.0,5384516.552978626,1,6349252.044609666,3907440.425531915,1.29213320015397,103.838064913731,1,11.0,88.0,1130.0,6,0,3410000.0
0,2,4,3.0,2044910.1265822784,0,2106210.4838709678,2420852.755905512,1.31710645052527,103.758947292195,0,52.0,1468.0,1292.0,4,0,2344100.0
0,3,2,2.0,5384516.552978626,1,6349252.044609666,3907440.425531915,1.29474075956073,103.836583709306,1,8.0,376.0,829.0,4,0,2585000.0
0,3,3,3.0,5038360.934579439,1,3543962.2532894737,4673443.285939968,1.27056376702524,103.81362828328,1,8.0,141.0,1539.0,4,0,3080000.0
