Id,Predicted
281,4091315.5309523805
282,2175567.4849206354
283,1233977.2166666666
284,1938136.5587301585
285,1834111.8186507937
286,1217721.870238095
287,2941301.26517094
288,1225432.5896825395
289,2204064.723809523
290,2432249.433333333
291,2148214.221031746
292,1186825.383261183
293,1620705.1565628815
294,972420.6501670845
295,3440937.055952381
296,1349167.164588527
297,2643507.054255423
298,1271875.6523809521
299,1212065.916666667
300,2894123.069444444
301,1959898.8079365077
302,780891.4273088021
303,2363456.897924298
304,1867558.0926406926
305,2390162.810403485
306,865191.5797619047
307,18066960.079792432
308,3100444.7476190478
309,4025235.236507937
310,1740711.4003968257
311,2590321.865550944
312,6320092.664285714
313,1469996.1428571427
314,1329614.4952380953
315,4455758.999999999
316,3674922.7941086697
317,1415515.8464285713
318,3005669.2720238096
319,3242894.8694444443
320,2697189.05
321,4924240.534126985
322,1643106.0761904768
323,1230609.2964285717
324,1776783.922619048
325,1059411.9977363239
326,2751897.822222222
327,1465230.354761905
328,4913257.291269842
329,3668120.353174603
330,1458503.6341269843
331,1379399.6464285715
332,1760238.6357142858
333,1932511.9923636576
334,2128187.244108669
335,1856375.9474025979
336,1448764.9015873019
337,59663106.190079354
338,1323876.2749999997
339,1250259.4626984126
340,2279025.1073127897
341,904765.2730158728
342,808840.0261904763
343,1628480.1900183146
344,6280584.473015874
345,1260163.3214285716
346,2872513.6651404155
347,1530081.6583333334
348,1597117.8337427194
349,1567972.2420905032
350,1070997.2373015874
351,1686532.6869047617
352,1484109.5412698411
353,1921480.078174603
354,963696.6706349206
355,1008709.1325396827
356,1434176.2727965277
357,1829042.079365079
358,1257038.3714285712
359,1469996.1428571427
360,1843966.0845238098
361,2382714.2865079367
362,1303731.6325396826
363,51823699.53333333
364,7390208.66825397
365,1782061.2416666665
366,1835752.782539682
367,1505111.564285714
368,1443266.5083333328
369,1981139.6259962257
370,1325464.4888888889
371,1446497.1595238093
372,3639022.6619047634
373,1641781.492857143
374,1348042.2031746032
375,1218411.9242063493
376,1821058.7365273023
377,1639057.7876657613
378,2110517.267513003
379,2412782.9084249083
380,1740711.4003968257
381,2492807.040873016
382,1111354.538888889
383,1885973.312662338
384,1389367.7904761904
385,1093476.784126984
386,2046008.111904762
387,772727.1638167388
388,3129446.086507937
389,1975557.5734126987
390,1984894.3746337004
391,1143711.272943723
392,1099612.4698412698
393,2384949.726190476
394,1368241.3682539684
395,10387999.002380952
396,2957880.5418831175
397,6239814.297374848
398,13780519.622619048
399,2064834.7444444448
400,1360097.5567099566
401,1971390.7281746035
402,1112364.101883432
403,2282057.171825397
404,1353938.2904761904
405,1093322.4349206348
406,2194855.7722222228
407,1255847.933333333
408,1053965.1105158732
409,4591275.032142857
410,1108066.0773809524
411,961734.7396825397
412,1296713.3055555555
413,3194723.244685871
414,973291.5047619048
415,1908570.184111313
416,8474860.38095238
417,710357.370238095
418,3222682.635254426
419,1473854.5343842178
420,2190364.1452380954
421,1317013.0238095236
422,1453489.673809524
423,1777884.8523809528
424,1715636.7567460313
425,1303197.607936508
426,1343026.1785714286
427,1895656.257142857
428,1105455.692124542
429,1826045.4432539681
430,1513903.525396825
431,2566564.2198412702
432,1933651.1714285717
433,1254450.2214285713
434,1285386.2829365078
435,2613805.689285714
436,1772483.2692918193
437,1016192.3630952381
438,1770944.163095238
439,1971390.7281746035
440,905969.1904761904
441,1697843.9672438672
442,1699778.5394660893
443,1548121.035714286
444,2039032.370923521
445,1796812.5507936506
446,1658090.3206349206
447,3706905.2396825403
448,810530.3369047621
449,1441743.88015873
450,1794217.4761904762
451,1895656.257142857
452,3401360.53513431
453,2816704.054761904
454,14341940.13531746
455,4736417.873015872
456,1221505.316017316
457,2896466.3663003664
458,2312291.921834486
459,1542991.3857142862
460,1026794.8507936508
461,1458513.0008809818
462,2777950.163095238
463,1423312.954129857
464,1155627.896031746
465,1900444.898015873
466,1624837.2464285714
467,1458249.3119047617
468,1629020.6119047618
469,924107.6035714285
470,3105059.4126984123
471,1351899.086996337
472,1881548.9138888894
473,1633654.3894383397
474,6674718.675793651
475,1226435.89539731
476,2166637.9884920632
477,1095346.200793651
478,847142.4686507938
479,1932511.9923636576
480,1237423.2440476192
481,1913146.8450244204
482,2669156.066269842
483,1710723.898015873
484,6819790.323015873
485,2855503.9595238096
486,14040939.03174603
487,1288584.6555555556
488,2367061.1637017224
489,1031414.6198412697
490,2385230.8492063493
491,2734148.210714286
492,1274625.3547619048
493,1628480.1900183146
494,803927.9503968256
495,693468.7773809524
496,1396123.4976828727
497,18264013.57936508
498,1217734.56195803
499,1814908.0353174603
500,3569961.9999999995
501,3028139.5690476187
502,3079760.8123015873
503,1427407.6124236875
504,1053928.7170634926
505,1615109.5953907208
506,1857760.1553699651
507,1297301.5485347987
508,1722481.1445480683
509,5614197.840476191
510,1687794.16984127
511,1532160.7214285713
512,3252912.655952381
513,2406020.2321428577
514,3274399.5158730154
515,3349751.68992674
516,1302151.1900793652
517,1312388.0404761906
518,1382072.6988095238
519,1332479.2658730159
520,2844346.0059829056
521,5433891.123809524
522,1732427.371428571
523,2340934.2043650798
524,2387261.873015873
525,2069771.6250000002
526,5066875.831746032
527,22861395.33333333
528,1870872.4290154115
529,2610023.321428572
530,1881214.4178571426
531,1538007.6138888889
532,1046714.3879731379
533,17788308.055982906
534,2689964.1307081813
535,3623509.82420635
536,2770157.6393578644
537,2485965.0543650794
538,3220008.3805555557
539,1431997.3714285714
540,1073447.9138139638
541,1530081.6583333334
542,1817523.3853174606
543,1420350.5145743147
544,2082398.786111111
545,4294662.90793651
546,966703.8761904761
547,837061.6706349202
548,2334496.611507937
549,1548732.924599635
550,1079742.3654761903
551,8943228.0015873
552,2962459.821428572
553,1428173.05
554,2555013.6519841272
555,7616406.63937729
556,1297880.7142857143
557,1939599.725
558,4273187.940620489
559,2381159.0007936507
560,1622352.657827229
561,1437652.3880591628
562,3528838.233333334
563,1964698.7712458854
564,1719306.2174603166
565,1375601.7345238095
566,1768815.9235569986
567,2755478.925
568,1225438.0297619049
569,2837960.408333333
570,5702819.094841269
571,1816426.1642857147
572,5724452.3166666655
573,13810908.857936507
574,1312302.4539682537
575,706558.0119047619
576,727804.5201659453
577,1575578.8730158734
578,1618254.0694444443
579,2177118.11904762
580,1876447.2449134202
581,1523585.0249999992
582,854254.5229437229
583,840233.9107142857
584,5499993.434920635
585,1289336.083152958
586,3111398.7539682533
587,2377017.8623015876
588,11059638.011904761
589,2617579.3095238092
590,4226287.033333333
591,8474991.494444443
592,10829687.888888888
593,2461219.643650794
594,1576953.1402694527
595,704641.6873015873
596,1061806.5158730159
597,1749500.774206349
598,1584118.4202380953
599,868695.9357142858
600,25681508.44321789
601,1582469.2822263993
602,1936928.5785714283
603,1629887.8431872951
604,1813973.2126984121
605,1959898.8079365077
606,2404707.5595238097
607,759390.6988095237
608,1415113.1658730153
609,1722481.1445480683
610,1434176.2727965277
611,7072666.165476189
612,3664601.8476190483
613,1926116.8583333332
614,1243115.3492673994
615,1058599.4990183755
616,1415404.5611111114
617,7562251.135317461
618,2069484.111111111
619,2172063.836904762
620,1639057.7876657613
621,1607329.9559523806
622,2153683.453968254
623,4697247.732142856
624,1687524.9349206346
625,2667163.3769841264
626,2812165.8277777773
627,1320077.909920635
628,973524.0800976804
629,1981508.8539682543
630,838001.8908730159
631,3466947.696825397
632,4142290.2250000006
633,1089059.3928571427
634,3608222.292460317
635,7541444.382142859
636,1463471.4119047618
637,1785448.9920634923
638,2929621.463492064
639,1944951.6167027415
640,1876268.494444444
641,1055032.0924603173
642,864794.601984127
643,3080868.0177849922
644,1306459.2428571428
645,1410224.9705988455
646,1258389.13015873
647,3574022.2420634925
648,5642631.808333334
649,2753452.434715284
650,14724539.373809524
651,2068727.238095238
652,1523190.8746031746
653,3444919.7619047626
654,937003.1634920638
655,1675497.4099567097
656,2878298.2066378063
657,1655827.6456349206
658,3250984.375396825
659,2460288.044021411
660,2679736.411075036
661,4055937.905555555
662,1684924.2887769481
663,3990055.03242727
664,1504935.8725563907
665,1872856.0992063489
666,1360435.4821428573
667,2065224.4503968249
668,3855235.173015874
669,2339261.270634921
670,1744184.4538398818
671,2897007.4136833744
672,3105120.711904762
673,1428529.6293650798
674,1195543.7015873017
675,1261306.6388888888
676,989906.6571428572
677,1975557.5734126987
678,2460288.044021411
679,5556511.778571428
680,1435937.338888889
681,1310693.276190476
682,1669675.442857143
683,1027763.7963980464
684,1367730.2452380955
685,850117.5825396827
686,1351810.5699804754
687,1359071.3408730158
688,3642577.4912698404
689,1295932.732178932
690,3506580.967368743
691,6151490.281349206
692,4238587.64499112
693,762143.5559523812
694,1988908.345634921
695,1887741.8599206351
696,3523041.8
697,2120249.173809524
698,5998631.28705739
699,1892807.3012265512
700,2900484.4730158728
701,5726672.247330448
702,1104569.7428478384
703,1160685.423809524
704,1932945.0009462766
705,39717777.21825397
706,1231810.9404761905
707,6877229.7567460295
708,2882661.073916362
709,2949574.0468253978
710,1745940.1214285716
711,932480.6571428572
712,15462376.349206347
713,1275118.8015873015
714,6241778.134920634
715,886205.0432539684
716,1347906.5837301589
717,1759459.1753815627
718,4838190.890873016
719,3854799.9150793646
720,1932359.7246031747
721,1918756.0139546169
722,7936886.746825394
723,13252492.425
724,1899252.3307359312
725,1888968.6150793654
726,1396195.4126984125
727,1199934.088095238
728,1772418.7892857143
729,1356378.4269841271
730,2139240.691666667
731,4273724.489430012
732,928638.4742063492
733,2340812.0714285714
734,1333460.3384816938
735,708951.2516483517
736,3730949.3261904763
737,1177398.959126984
738,846379.1333333333
739,860397.944307944
740,1651903.2126984128
741,24620970.453174602
742,1894986.103571429
743,1304727.5535714284
744,5838496.499206348
745,1299448.7381868137
746,3531820.288888888
747,4438209.194047619
748,2336333.264285714
749,881001.0916666667
750,3285825.0976190465
751,3329914.385280882
752,915033.3817460318
753,2087550.1952380952
754,1218497.8849206346
755,58270361.228246756
756,1109949.3444444444
757,3239406.541666667
758,1112567.2535714286
759,7959678.799206349
760,1584912.7063492069
761,1140755.7103174604
762,1730875.0299117547
763,23321315.12103175
764,2295017.0411477415
765,5571304.131746031
766,2352031.0087301596
767,1369848.2547619047
768,2006320.361111111
769,2333495.550793651
770,3597547.885317461
771,1836954.9138888887
772,3597415.8103174595
773,1471116.7500000002
774,12070186.00934066
775,4842890.639682541
776,1669193.9285714286
777,1218595.9309523809
778,1376308.9817460321
779,1147374.0126984129
780,2785597.2867243867
781,1451164.6039682543
782,2574232.2974747475
783,4392772.8444444435
784,1548732.924599635
785,4107487.7722222223
786,2143590.3805555557
787,3092975.823015873
788,6856016.716666666
789,2898856.0163292848
790,2454634.5730158733
791,1427249.1857142856
792,4110514.705952381
793,2177650.2785714283
794,887208.9018315017
795,1866209.633333333
796,1107797.0797619047
797,9104530.200793652
798,2682732.5107142855
799,1951695.578968254
800,1727142.8805555562
801,1068595.9047619049
802,2410607.8031746033
803,825349.769047619
804,3115207.2392857135
805,6820884.685325787
806,3436825.0357989226
807,3068532.6619047625
808,5906605.282600732
809,2779667.4312409814
810,2865734.4601010103
811,2323454.247222223
812,1423876.6132586366
813,1309116.601984127
814,2235267.0354978354
815,1712563.9115079362
816,3247192.7263449426
817,13963589.761111114
818,4804049.811111111
819,1004002.9214285713
820,3357091.4228632487
821,1899363.8495310238
822,1055194.675
823,1504728.2349206351
824,7151799.619047619
825,1357327.5111111107
826,1728190.4793650794
827,2666545.590873016
828,4841183.979761905
829,2691581.9603174604
830,18264013.57936508
831,2027856.4301587308
832,5233298.645238095
833,1194343.5047619047
834,2397171.644083694
835,1023610.4662698413
836,1359713.3222222223
837,2775860.8559523807
838,1483140.4483172055
839,1677009.1904761898
840,979961.6712259965
841,2420547.2380536133
842,1126931.6761904762
843,2839045.136327561
844,3179589.591666667
845,1374130.6555555556
846,1382049.749206349
847,2558509.871428571
848,28084440.929365084
849,956887.0428571431
850,1427459.6055555556
851,1518039.0976190472
852,1682649.2269841265
853,3152881.6873015873
854,1773735.11111111
855,1312516.3639971144
856,3112296.2273809523
857,1994085.0626984132
858,8935485.005844153
859,11138474.396825397
860,3341776.9741702736
861,28027616.636507936
862,1597681.1535714287
863,1699778.5394660893
864,1049547.6162698413
865,2312190.9087301586
866,1842275.6178571426
867,944551.9434371185
868,1589568.957936508
869,1297301.5485347987
870,1723270.819047619
871,870749.769047619
872,2367061.1637017224
873,2590321.865550944
874,2842914.382034632
875,2925652.0242063487
876,1994708.5727716729
877,1722020.111904762
878,3540075.792349317
879,1936763.28478836
880,4558625.161507937
881,2176280.063888889
882,1780998.2357142859
883,2012377.911145302
884,2753022.055952381
885,2041532.179761905
886,2884537.0952380956
887,1716066.9293650794
888,1553298.069261294
889,1534349.4
890,2708153.5761904763
891,1831520.862662337
892,745956.8595238095
893,1557801.739285714
894,1375856.243894994
895,2643507.054255423
896,3663951.0392857147
897,2042332.6738095242
898,961590.3968253969
899,1398152.25
900,1346633.7690476193
901,1454431.809126984
902,1641361.0259379507
903,2460288.044021411
904,11271804.697619049
905,1033865.6162698411
906,2325027.091742979
907,4797296.602777778
908,1809351.2928571433
909,965953.0119047618
910,2263301.6998704984
911,2100063.987301587
912,1940898.7627543095
913,2081851.6013959772
914,1947488.5688949942
915,4489611.348015874
916,752287.9480158729
917,1585708.0789682537
918,962277.3297619048
919,1882889.738322788
920,1624778.338637932
921,1778451.6076007325
922,1008203.2940476192
923,2782906.51926407
924,2646314.522691197
925,1199944.5294560743
926,1162415.0087301584
927,7149143.697222224
928,1315169.2912698416
929,3629054.5599927856
930,4435650.604761904
931,2828615.5626984127
932,2478661.1116920793
933,917053.0678571427
934,1685935.8575396826
935,1380758.094047619
936,1361459.0138528142
937,1910073.3341269835
938,732051.4615079366
939,1850455.0621212122
940,1073738.3583333336
941,1457885.2361027864
942,2577423.6602564096
943,1411160.5611111114
944,1641443.313492064
945,1287993.6158730157
946,1062142.0521367523
947,1644073.7765873014
948,1546687.0420634917
949,1971361.944990007
950,1075276.2595238094
951,1978311.6480158737
952,4574012.074603175
953,2041903.9673992672
954,2979569.5333333337
955,2184347.1513708513
956,5656898.457142859
957,1045959.7769841269
958,1887838.7913419914
959,10178051.001190476
960,1543079.7148046398
961,1816439.1206349202
962,2737586.871843418
963,1652772.3753968256
964,2412324.0912698414
965,1899898.8730158734
966,1822754.5559769524
967,1832190.5166666675
968,1981645.4388888895
969,1617166.3029878614
970,1890415.7433455435
971,1410224.9705988455
972,1293814.0392857147
973,3184730.1083333343
974,7161386.099999998
975,869946.9277777778
976,4826169.704761906
977,1422849.2045805505
978,7485561.014285713
979,1651737.0238095243
980,2163429.518253968
981,2891033.8908730163
982,3186211.80952381
983,1124451.0956349208
984,2882483.123809523
985,2014852.3346472972
986,1438739.105952381
987,1192120.2817460322
988,4768473.250793652
989,1836155.1674963927
990,1510750.8071428568
991,777273.0400793649
992,1328725.7325396826
993,1357327.5111111107
994,3222993.4440699224
995,1041725.9539682539
996,1847847.6035714285
997,1629887.8431872951
998,1526234.0634920632
999,2212069.8614590964
1000,1581718.7252225224
1001,2243990.6535714283
1002,1670572.8507936508
1003,3247192.7263449426
1004,1423667.8607142854
1005,1965064.2318405672
1006,2328559.661477411
1007,13513003.988888891
1008,3095143.972222222
1009,2709115.8134076037
1010,1301064.7289682536
1011,1272857.5483044735
1012,1689999.2452380948
1013,4330603.719444444
1014,1442618.1178571426
1015,1904393.486904762
1016,1301804.3621148458
1017,2946219.6948412694
1018,2384949.726190476
1019,2888852.2253968255
1020,1708927.285894991
1021,1667805.784920635
1022,3605769.0023809536
1023,925468.9725579977
1024,4728361.335317462
1025,1979952.9724664232
1026,1603586.7884920633
1027,2542695.5023809527
1028,838001.8908730159
1029,2607577.0444444446
1030,839195.6296398047
1031,2527904.500793651
1032,6242400.957142859
1033,1791264.416391941
1034,5123439.608333332
1035,4077440.2734126984
1036,4301228.5880952375
1037,919104.0892857141
1038,957261.3873015873
1039,8586191.119841272
1040,1543841.5674603179
1041,1454335.7968253968
1042,1597117.8337427194
1043,4450516.901984126
1044,3577142.895768121
1045,2255290.6380952382
1046,1225570.3612665115
1047,1211287.9942002445
1048,1963329.9317460316
1049,14416507.666666662
1050,1585387.274206349
1051,2414753.058730159
1052,2375607.903296703
1053,6372151.080280831
1054,1346094.7785714287
1055,2472114.5529942284
1056,1722481.1445480683
1057,821654.5587301586
1058,8712869.319841271
1059,1275996.6944444443
1060,1878499.9157569555
1061,3452937.715079365
1062,896449.0345238096
1063,1018287.1011904761
1064,963469.18519536
1065,755938.7515873015
1066,4396532.526587301
1067,1305380.4761904764
1068,3838234.191089466
1069,1119051.7570961716
1070,1022824.904761905
1071,1525999.325396825
1072,3592660.6670634924
1073,1295289.2396825396
1074,1197651.4225829726
1075,1555161.450396825
1076,1288188.5611111112
1077,1807285.8932539686
1078,2679023.1071428573
1079,1417452.792857143
1080,1905265.4202380956
1081,1398334.9404761905
1082,2075234.7047619051
1083,1655313.2269841272
1084,2683642.91468254
1085,7831257.811904761
1086,962048.6290849671
1087,2937071.1642857147
1088,1430671.3825396823
1089,1759470.2935090708
1090,1710973.4962454215
1091,2076597.1638888887
1092,3235479.8138888897
1093,4125129.0047619045
1094,2463928.015079365
1095,2677823.704151404
1096,1853026.3252801122
1097,4615810.80952381
1098,1158655.7373015874
1099,7567752.182628007
1100,2999285.98095238
1101,1701285.9949078707
1102,3118412.430952381
1103,2285402.08003663
1104,2231393.391269841
1105,891294.4436507936
1106,724016.0785714287
1107,3887989.811507936
1108,3095114.79920635
1109,3635411.0642857146
1110,5713378.073809522
1111,1817249.0444444441
1112,2048795.472619048
1113,2695043.786507936
1114,1307582.4623015872
1115,7783282.807356531
1116,2455757.608794597
1117,1923985.3904761905
1118,3229620.5930028306
1119,4392746.283333333
1120,1254489.1992063492
1121,1023038.9543650795
1122,1945055.4836385834
1123,3452581.83015873
1124,1596232.2237166404
1125,1668421.4458791208
1126,1195074.0321132299
1127,1449087.158852259
1128,2166637.9884920632
1129,1962264.0992063489
1130,3189016.7142857146
1131,4735264.156349205
1132,1354577.6119047618
1133,3462350.51904762
1134,1955507.0785714285
1135,33043369.54285714
1136,7792806.037301587
1137,2192401.4706349205
1138,1557801.739285714
1139,2853846.9163003657
1140,4125813.4377344875
1141,8989963.142063491
1142,1940817.9595238096
1143,1317602.606349206
1144,2643507.054255423
1145,1485487.0833333337
1146,2056780.8650682652
1147,1845189.9075971409
1148,915561.1630952382
1149,1199944.5294560743
1150,791078.0373015872
1151,1714905.666269841
1152,1344776.1976190477
1153,2449907.1054112553
1154,1533334.9031746034
1155,1764433.1416666668
1156,2837959.7805555565
1157,7061187.894841268
1158,1421194.7273809519
1159,1788867.8805555562
1160,802212.6892857145
1161,1379792.559466193
1162,1435791.4976190475
1163,8368124.258333334
1164,2299150.156196581
1165,1064880.5797619047
1166,4921879.853174604
1167,2911784.7182539683
1168,1017642.4535714283
1169,15220060.602380956
1170,6065259.330189255
1171,5009024.457936509
1172,1422849.2045805505
1173,1277694.3214285714
1174,1402625.0940476188
1175,2027524.0305555558
1176,2634626.3327200576
1177,1234680.9773768326
1178,1764184.7174603175
1179,2875195.51031746
1180,2677936.23452381
1181,6960860.149025972
1182,4110916.0708152954
1183,1777884.8523809528
1184,1695093.1976190475
1185,2865876.344444443
1186,2451876.6857142863
1187,4005249.818413123
1188,1642636.603391054
1189,1233977.2166666666
1190,1758229.4892857142
1191,1614850.3853174597
1192,1298908.5202380954
1193,7648086.350396826
1194,1133690.4073412698
1195,2286771.3404761907
1196,4075001.9698412693
1197,3140292.246428571
1198,1948191.0329365074
1199,1747937.8515873016
1200,824575.4963924964
1201,2073223.0630952378
1202,1853359.214396715
1203,2067932.0012820514
1204,1809157.1897546896
1205,1256450.6896825398
1206,1311730.1531746034
1207,10271255.142857142
1208,902963.1619047619
1209,4855692.689285714
1210,12239320.213492062
1211,3096014.1226190473
1212,1134019.5488095242
1213,1534819.9956349207
1214,9013824.612554112
1215,3048545.103174603
1216,4505953.102236652
1217,2638709.408333333
1218,3109297.246825397
1219,1964646.5083638588
1220,1459937.8924603174
1221,2210163.909920635
1222,4816755.69076479
1223,1830249.0817099565
1224,1254511.9927033493
1225,929065.9238095239
1226,3505434.013888889
1227,942785.6972222223
1228,1050182.6456349208
1229,1782132.9039682536
1230,3173324.4757936504
1231,2709115.8134076037
1232,2461651.7794938143
1233,987034.8928571432
1234,1783262.1412698415
1235,919251.3072039074
1236,1359567.9701874875
1237,1913286.4693530274
1238,2287612.525946276
1239,2872067.191269841
1240,2504837.6761904764
1241,1335385.7523809525
1242,2222996.681349206
1243,2459876.7309523807
1244,2666509.5646825396
1245,870413.1158730158
1246,1060226.3027777777
1247,1264091.934126984
1248,3602065.567460319
1249,10572360.744444445
1250,1026545.6857142857
1251,9024044.70660173
1252,1333633.8153235654
1253,5002712.984126984
1254,1592100.2862914864
1255,2240489.700793651
1256,6276207.998015873
1257,1261947.3115079366
1258,1842097.0611111114
1259,1084777.4714285713
1260,9756144.988852814
1261,934076.5829365079
1262,4836551.543650792
1263,860391.8206349207
1264,2576943.248160174
1265,3621886.0007936507
1266,4378332.443253968
1267,8261874.226190475
1268,1601362.3499999996
1269,1709198.545634921
1270,2233908.126190476
1271,9275865.512734488
1272,1088514.1667887669
1273,3528464.9484126987
1274,887208.9018315017
1275,990719.8341269842
1276,1114279.7047619044
1277,5231375.21904762
1278,3394972.451984127
1279,978969.1999999997
1280,2050509.6684343433
1281,2229382.5587301585
1282,5298713.842712843
1283,2409449.5393772894
1284,2389277.5625457875
1285,4104483.6304224227
1286,1098079.3603174605
1287,2494603.4599206354
1288,4087329.267063493
1289,1615807.9464285716
1290,6627439.023809525
1291,5952532.797619048
1292,1357063.0928571427
1293,766599.6904761906
1294,1428529.6293650798
1295,696291.9586219336
1296,2128394.351587301
1297,2737586.871843418
1298,1288584.6555555556
1299,1868112.127464202
1300,8838627.666666666
